timestep,total_throughput,agent_0_path,agent_0_cwnd,agent_1_path,agent_1_cwnd,agent_2_path,agent_2_cwnd,agent_3_path,agent_3_cwnd,agent_4_path,agent_4_cwnd,agent_5_path,agent_5_cwnd,agent_6_path,agent_6_cwnd,agent_7_path,agent_7_cwnd,agent_8_path,agent_8_cwnd,agent_9_path,agent_9_cwnd,path_1_load,path_2_load,path_1_loss,path_2_loss,total_loss
242,130.0000023240293,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
243,140.0000023240293,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
244,150.0000023240293,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
245,160.0000023240293,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
246,170.0000023240293,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
247,180.0000023240293,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
248,190.0000023240293,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
249,200.0000023240293,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
250,100.00000116201466,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
251,110.00000116201466,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
252,120.00000116201466,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
253,130.00000116201466,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
254,140.00000116201466,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
255,150.00000116201466,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
256,160.00000116201466,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
257,170.00000116201466,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
258,180.00000116201466,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
259,190.00000116201466,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
260,200.00000116201466,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
261,100.00000058100733,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
262,110.00000058100733,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
263,120.00000058100733,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
264,130.00000058100733,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
265,140.00000058100733,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
266,150.00000058100733,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
267,160.00000058100733,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
268,170.00000058100733,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
269,180.00000058100733,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
270,190.00000058100733,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
271,200.00000058100733,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
272,100.00000029050366,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
273,110.00000029050366,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
274,120.00000029050366,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
275,130.00000029050366,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
276,140.00000029050366,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
277,150.00000029050366,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
278,160.00000029050366,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
279,170.00000029050366,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
280,180.00000029050366,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
281,190.00000029050366,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
282,200.00000029050366,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
283,100.00000014525183,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
284,110.00000014525183,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
285,120.00000014525183,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
286,130.00000014525182,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
287,140.00000014525182,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
288,150.00000014525182,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
289,160.00000014525182,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,path_1,16.0,150.0,0,0.0,0.0,0.0
290,170.00000014525182,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,path_1,17.0,160.0,0,0.0,0.0,0.0
291,180.00000014525182,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,path_1,18.0,170.0,0,0.0,0.0,0.0
292,190.00000014525182,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,path_1,19.0,180.0,0,0.0,0.0,0.0
293,200.00000014525182,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,path_1,20.0,190.0,0,0.0,0.0,0.0
294,100.00000007262591,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,path_1,10.0,200.0,0,0.0,0.0,0.0
295,110.00000007262591,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,path_1,11.0,100.0,0,0.0,0.0,0.0
296,120.00000007262591,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,path_1,12.0,110.0,0,0.0,0.0,0.0
297,130.0000000726259,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,path_1,13.0,120.0,0,0.0,0.0,0.0
298,140.0000000726259,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,path_1,14.0,130.0,0,0.0,0.0,0.0
299,150.0000000726259,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,path_1,15.0,140.0,0,0.0,0.0,0.0
